grant_id,funding.agency,funding.amount,date.start,date.end,title,abstract
100222,DDD,169000,12/8/2009,9/15/2016,"Maecenas varius mollis eros, non sodales tortor blandit nec.","Pellentesque volutpat elementum lorem, a lacinia turpis porta in. Vestibulum in lacus mauris. Ut ut erat magna. Duis quis eros nisl. Maecenas a enim at lectus tincidunt mollis. Curabitur aliquam dictum metus id viverra. Etiam neque sapien, congue dapibus scelerisque sed, condimentum nec turpis. Vestibulum ullamcorper feugiat sem pulvinar porttitor."
100223,NSF,408000,1/26/2006,10/13/2016,"Maecenas vel lacus ipsum, id luctus enim.","Pellentesque mollis nisl sit amet quam molestie luctus. Phasellus ultricies ante at quam tempus eget hendrerit sapien malesuada. Quisque porta, elit sit amet dictum tempor, mauris lacus semper erat, vitae congue diam turpis at purus. Phasellus blandit faucibus aliquet. Donec feugiat orci quis enim posuere ullamcorper. Nunc id ante elit, eget placerat metus. Nulla rutrum lobortis arcu tristique accumsan. Ut sit amet nisl vitae ligula fermentum commodo. In nisl dolor, blandit ornare pretium ut, vestibulum nec lorem. Phasellus ante nulla, vulputate sit amet mollis non, accumsan vel nibh. Proin pretium turpis dictum risus volutpat ut malesuada ipsum hendrerit. Proin et cursus lectus. Curabitur semper lobortis nisi, vel venenatis tellus bibendum non."
100224,BBB,914000,3/29/2006,11/24/2016,"Maecenas vel leo ante, vitae fringilla nunc.","Fusce a justo justo. Nullam rutrum hendrerit dolor, eu malesuada dolor congue eu. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Aliquam erat volutpat. Cras at mauris est, eget posuere augue. Quisque quis luctus risus. Donec vel magna sapien, quis adipiscing metus. Phasellus consectetur varius porttitor. Etiam lacinia pharetra arcu non venenatis. In hac habitasse platea dictumst. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae;"
100225,DDD,948000,3/30/2006,11/25/2016,Mauris at massa nec ipsum consequat commodo.,"Aliquam in libero sit amet purus suscipit varius. Sed sed lacus eget felis porta auctor a vitae metus. Quisque eleifend diam at erat vehicula semper. Vestibulum dictum porttitor aliquam. Suspendisse dapibus vestibulum odio et tincidunt. Duis consequat pulvinar venenatis. Donec odio lacus, convallis vel dapibus in, placerat sed enim. Sed in sapien metus, vitae hendrerit purus. Integer tellus mi, ultricies eu auctor condimentum, hendrerit nec lorem. Nullam bibendum molestie bibendum. In faucibus, leo sed euismod ultrices, justo nibh sollicitudin massa, non volutpat lectus sapien nec nisl. Curabitur nec risus velit, id ultrices elit. Nullam dolor ligula, pretium vitae malesuada in, bibendum eu dui. Nunc vulputate, nibh vehicula feugiat feugiat, lectus elit convallis dolor, sed lacinia diam nisi interdum dui. Sed dignissim velit vel enim ultrices aliquet. Nullam imperdiet ante in tellus adipiscing congue."
100226,EFG,895000,6/23/2006,11/30/2016,Mauris blandit urna eu eros mollis vitae porta tellus tincidunt.,"Mauris tempus sagittis nisl, vel pretium purus lobortis in. Vivamus pretium lorem blandit libero vulputate pretium. Praesent venenatis ornare ipsum pellentesque egestas. Sed semper nulla at libero posuere sagittis. Phasellus sed arcu eu neque fermentum euismod non vel sapien. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Curabitur non semper libero. In eget justo ante. Suspendisse eu elit augue, a semper quam. In hac habitasse platea dictumst. Quisque sit amet dolor vitae massa fringilla luctus. Donec varius, sapien eget vulputate viverra, leo nibh dapibus nulla, eu vulputate massa purus vel sapien. Nullam consequat dignissim arcu, eu dictum diam pretium non."
100227,Dept of Education,707000,10/10/2006,12/1/2016,Mauris commodo sem vitae diam condimentum ultrices.,"Integer consectetur varius laoreet. Sed libero lacus, elementum sed placerat non, lobortis at sapien. Curabitur eu elit vitae tortor malesuada commodo et ac ante. Donec imperdiet, quam eget elementum suscipit, nunc magna congue elit, nec ornare odio neque et velit. Aenean eget turpis in arcu suscipit eleifend. Maecenas consectetur tortor non lacus rhoncus sit amet rhoncus nunc dictum. Integer malesuada, urna ac facilisis tristique, elit eros elementum ligula, id pulvinar nibh ipsum eu lorem. Suspendisse urna arcu, pellentesque eu eleifend eu, euismod at mi. Quisque tincidunt luctus accumsan. Nam eros metus, cursus ut feugiat quis, placerat sit amet turpis. Quisque non mauris purus, vitae pulvinar urna. Phasellus non odio lectus, at consequat leo. Integer fermentum facilisis erat vitae consequat. Suspendisse placerat porta elit id semper."
100228,BBB,525000,12/7/2006,12/28/2016,"Mauris cursus tempus libero, vitae pellentesque nisi malesuada quis.","Duis congue nibh sit amet libero bibendum dignissim. Ut faucibus interdum convallis. Donec egestas pulvinar turpis in pharetra. Quisque placerat, elit in accumsan imperdiet, elit elit accumsan neque, in gravida magna justo quis dui. Ut nunc tortor, sagittis id bibendum eu, porttitor sed quam. Etiam felis justo, euismod vitae lacinia vitae, consectetur a orci. Ut a felis id massa dignissim porta eget at massa. Nunc dignissim imperdiet tellus vitae placerat. Suspendisse rhoncus, eros vitae imperdiet laoreet, velit arcu congue tellus, eget sollicitudin turpis neque feugiat nibh. Donec et nisi eget nunc vestibulum congue in quis mauris."
100229,DDD,259000,2/7/2007,1/13/2017,Mauris dignissim massa ut metus auctor convallis.,"Mauris tincidunt elit lectus. Quisque neque odio, consequat sed rhoncus quis, commodo nec enim. Aenean tempus massa vitae neque tincidunt et varius nunc fringilla. Nullam ornare sollicitudin quam quis tristique. Suspendisse nibh sapien, porta eu consequat non, eleifend nec elit. Donec viverra nulla vel nulla accumsan faucibus. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae;"
100230,NSF,685000,2/19/2007,3/10/2017,Mauris et dolor a risus hendrerit euismod.,"Proin ut libero orci. Vivamus est nisi, pulvinar et sodales quis, condimentum nec eros. Quisque commodo eleifend imperdiet. Morbi rhoncus eleifend velit, ac sodales quam posuere sollicitudin. Aenean feugiat dignissim nisi, non semper leo facilisis sollicitudin. Quisque quis sem vitae urna hendrerit aliquam. Phasellus sit amet auctor magna."
100231,BBB,948000,2/20/2007,6/5/2017,Mauris eu eros ac tellus semper tincidunt.,"Donec tincidunt posuere nunc id auctor. Etiam ac augue non nibh blandit eleifend. In hac habitasse platea dictumst. Curabitur ligula lectus, sodales vel ornare quis, egestas id sem. Donec sed ultrices orci. Vestibulum vel arcu non nisl commodo malesuada at bibendum leo. Morbi sagittis metus et justo venenatis et malesuada libero tincidunt. Sed vitae est massa. Nunc libero dolor, pulvinar sed porta vel, pretium quis felis. Aliquam vitae dolor mollis nisl sodales cursus. Quisque rutrum, nunc in sagittis sodales, neque metus ullamcorper dolor, ac sollicitudin elit justo id urna. Vestibulum tincidunt sem et mauris convallis sit amet aliquam ante convallis. Pellentesque ut mi vitae leo faucibus tempus in eu mi. Suspendisse porttitor ultricies augue, at pharetra tortor lobortis sit amet. Etiam tempus purus non dui dapibus eget suscipit elit rhoncus."
100232,EFG,369000,3/19/2007,6/6/2017,Mauris id purus id enim convallis ornare at non purus.,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Ut ornare accumsan laoreet. Quisque at justo et elit vestibulum egestas. Nulla vitae augue nisl, sit amet ultricies arcu. Suspendisse potenti. Nunc viverra, nibh at tempus viverra, sem magna pretium metus, ac ultrices eros purus at lectus. Ut nibh libero, luctus a viverra vel, bibendum ac quam. Curabitur tortor nisi, tempor ut sollicitudin eu, molestie vestibulum diam. Cras cursus urna eget diam volutpat auctor. Sed quis vulputate turpis. Sed pulvinar ornare dui, vitae faucibus sem ullamcorper sit amet. Aenean at viverra velit. Quisque dui ligula, commodo at posuere eu, convallis sit amet arcu. Aliquam neque mauris, cursus eu semper et, dapibus nec mauris."
100233,Dept of Education,808000,4/20/2007,6/7/2017,Mauris in diam ut sapien tristique faucibus sed vitae ligula.,"Integer volutpat interdum ipsum, eget feugiat tellus scelerisque id. Donec vulputate libero sit amet quam interdum ornare. Suspendisse eleifend ipsum at magna posuere tristique. Aliquam id ligula gravida magna porttitor posuere id ut odio. Fusce feugiat erat a odio egestas vel gravida neque rhoncus. Praesent mollis suscipit fermentum. In hac habitasse platea dictumst. Vestibulum dignissim elementum lorem ac faucibus. Maecenas vestibulum ante a mi ullamcorper sed euismod quam venenatis. Nullam dui augue, gravida eget venenatis non, tempus sit amet velit. Praesent dui massa, pulvinar sit amet molestie in, iaculis eget turpis. In hac habitasse platea dictumst. Suspendisse vitae nulla ipsum. Mauris rhoncus leo et odio tempus ut consectetur quam tincidunt. Sed ultricies orci fermentum dolor imperdiet aliquet. Curabitur vel justo nec dolor tempus auctor."
100234,BBB,363000,5/9/2007,8/18/2017,Mauris lobortis arcu a nunc porttitor facilisis.,"Pellentesque luctus sollicitudin fringilla. Nunc odio massa, aliquam at vestibulum sed, scelerisque id nulla. Cras aliquet gravida aliquet. Nunc vel est metus. Sed vitae imperdiet risus. Proin aliquam cursus sem vel consectetur. Morbi eleifend rhoncus augue quis feugiat. In hac habitasse platea dictumst. Aenean a sem risus. Ut vehicula volutpat feugiat. Nunc vestibulum, mauris id gravida viverra, est turpis gravida mi, sit amet sodales eros sapien at quam. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nunc congue fermentum orci, lacinia malesuada elit congue a."
100235,ABC,756000,9/5/2007,9/5/2017,Mauris sodales nisl sed mauris vehicula eget pulvinar dui vehicula.,"Suspendisse potenti. Integer ac arcu eget mi porta porta. Proin turpis dui, lobortis id ullamcorper nec, venenatis et ante. Praesent nec risus arcu. Nam eu nisl lacus. Donec vel scelerisque augue. Nulla id justo odio, id commodo risus. Fusce viverra metus in sem faucibus viverra iaculis ipsum laoreet. Pellentesque commodo dapibus sapien, quis posuere diam interdum in. Ut semper sem ac mi ultricies at rutrum lorem porta. Vestibulum consequat congue eleifend. Nullam vel nibh vel sapien molestie auctor sed rhoncus sem. Mauris arcu nibh, volutpat quis lobortis sit amet, condimentum a tellus. Fusce sit amet hendrerit nisi. Curabitur mollis libero et magna semper et mattis orci rhoncus."
100236,DDD,9000,9/14/2007,9/21/2017,"Mauris suscipit adipiscing est, ac dictum turpis venenatis nec.","Mauris justo nunc, vestibulum ac porta vel, gravida at tortor. Fusce sodales tristique velit, vitae fermentum lectus vestibulum eget. Sed sed ipsum diam. Aliquam in nisl iaculis urna convallis aliquam. Ut suscipit erat vitae nisi faucibus interdum. Fusce eget erat eu turpis tristique varius interdum placerat mi. Nunc hendrerit turpis at orci accumsan non porta nunc imperdiet. Donec in orci justo, ac imperdiet risus. Proin vitae fermentum augue. Sed sed sem et massa sollicitudin dignissim. Vivamus eget mi urna. Nullam tristique, metus in aliquam bibendum, felis risus hendrerit metus, id convallis sapien nisl quis lectus. Aenean ac lacus vitae nibh aliquam ornare. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae;"
100237,NSF,9000,9/25/2007,10/24/2017,Mauris venenatis erat vel augue tincidunt quis varius tellus condimentum.,"Proin ut nunc eu nisi vulputate fringilla. Cras nisi libero, vulputate non molestie sed, venenatis sed erat. Cras commodo bibendum magna, vitae scelerisque lectus porttitor at. Proin sed erat ut elit fringilla pulvinar. Pellentesque sollicitudin, quam in lacinia dictum, arcu erat semper odio, et imperdiet lacus ligula id augue. Curabitur id est ipsum, vitae venenatis libero. Proin vitae eros lectus. Nunc euismod quam nec felis porta sit amet bibendum lectus feugiat. Duis condimentum tincidunt eros at lobortis."
100238,BBB,55000,6/6/2008,10/25/2017,"Mauris venenatis fermentum urna, congue feugiat enim convallis ac.","Phasellus ultricies, nibh ut volutpat venenatis, risus sapien ullamcorper eros, nec laoreet justo magna vel sapien. Aenean sollicitudin mollis odio malesuada luctus. Etiam tincidunt convallis odio nec aliquet. Aenean consectetur laoreet turpis ut pulvinar. Curabitur facilisis commodo sapien, at venenatis mauris mattis eget. Donec mollis augue a quam pretium ornare. Cras dignissim dolor et libero viverra commodo. Aenean tempus suscipit eros vitae porta. Morbi fringilla pharetra dui eu dignissim. Ut id lorem nec erat iaculis scelerisque non nec risus. Aliquam dignissim mi eu velit vehicula sagittis. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nunc imperdiet mattis nulla eu aliquet."
100239,DDD,25000,6/19/2008,12/28/2011,Morbi at lectus quis turpis blandit tempus ac vel erat.,"Nunc nec scelerisque leo. Integer consequat sodales ipsum vitae consequat. Fusce non laoreet ligula. In ultricies ultricies arcu, eu venenatis odio ultrices non. Vivamus viverra auctor odio, ut eleifend est pharetra vitae. Morbi vel blandit nunc. Integer quis nunc eget quam suscipit ornare vel eget nisi. Aenean semper vulputate feugiat. Vivamus ut risus quis metus aliquet aliquet eu eu ligula. Praesent quis mauris ac libero auctor dignissim ac nec lacus. Mauris hendrerit ligula at neque elementum posuere. Sed scelerisque nisi et enim porta congue tempor arcu viverra. Fusce vehicula diam sed quam sodales vel pulvinar neque malesuada. Sed vel magna sit amet nunc consectetur scelerisque et ut velit."
100240,EFG,14000,8/21/2008,3/8/2012,"Morbi at urna lacus, eget ullamcorper risus.","Integer quis orci nibh. Aliquam ut nulla massa, eu cursus justo. Maecenas vel malesuada quam. Mauris viverra fermentum orci, laoreet tempor odio lobortis sit amet. Cras tellus dui, auctor at blandit eu, interdum eu nunc. Fusce volutpat sapien at nunc iaculis ac consectetur tortor eleifend. Nullam in lectus ac sem placerat hendrerit."
100241,Dept of Education,76000,11/5/2008,3/30/2012,Morbi eleifend ante sit amet ligula tincidunt sollicitudin.,"Mauris at nulla vel erat facilisis aliquam. Proin pellentesque dolor et tortor rutrum semper. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Pellentesque a lacus est. Sed pretium auctor eleifend. In non sapien tempus nisi sodales placerat. Sed adipiscing justo sed massa elementum sit amet tincidunt urna dictum. Etiam consectetur lobortis leo. Quisque ultrices pretium arcu, ut ultricies purus egestas eu. Suspendisse enim est, commodo quis viverra ultricies, imperdiet id purus. Vestibulum tempor feugiat mattis. Sed sem nunc, aliquet nec tempus quis, lacinia in nibh. Nulla nec augue est. In a posuere elit."
100242,BBB,23000,11/26/2008,5/29/2012,Morbi eleifend erat nec nunc adipiscing accumsan.,"Vestibulum a suscipit dolor. Nullam sodales egestas orci vel tristique. Vivamus ultricies feugiat varius. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Proin in arcu urna, nec tempus nisl. Sed dignissim quam et quam feugiat cursus quis eget lorem."
100243,BBB,20000,12/16/2008,6/11/2012,Morbi et justo id lorem consectetur ullamcorper eu ac enim.,"Sed ligula urna, varius quis adipiscing vel, tristique eu odio. Curabitur pellentesque cursus facilisis. Donec fermentum neque eu eros congue non varius tellus faucibus. Quisque malesuada turpis et ipsum aliquet tempor. Morbi id sem nisl. Nulla ut eros neque, eu posuere purus. In hac habitasse platea dictumst. Ut aliquam, tortor non egestas gravida, purus lacus tristique enim, eu semper massa urna et risus. Aliquam velit velit, rhoncus ac sodales sed, vestibulum at ipsum. Sed aliquam lectus vitae nisl ultrices accumsan. Aenean at justo mollis odio posuere commodo. Fusce diam mauris, aliquet et mollis vitae, sollicitudin nec turpis."
